250	391.3999939
318.7999878	473.8999939
72	25.39999962
72	28.60000038
45	23.17000008
150	95.09999847
125	31.20000076
131	73
30	93.40000153
30	146.8999939
32	33.5
100	157.1999969
100	134.3999939
100	89.80000305
50	0
50	0
40	92.59999847
40	13.39999962
25	47.59999847
25	10.19999981
60	40.90000153
100	109
50	13.69999981
75	17.39999962
21.60000038	19.89999962
28.39999962	42.70000076
60	124.0999985
60	57.79999924
50	28.89999962
50	18
100	46.70000076
100	76.59999847
150	23.10000038
210	7.300000191
22	17.20000076
22	11
30	7.099999905
30	6.800000191
18	10.19999981
18	10.10000038
60	13.10000038
75	20.70000076
40	15.19999981
40	27
25	24.89999962
25	4.099999905
25	3.5
25	5.699999809
20	9.899999619
11	28.29999924
50	70.69999695
150	2.900000095
100	36.5
25	9.100000381
30	0
50	23.60000038
40	58.90000153
40	42.20000076
20	12.89999962
30	8.300000191
18	19.5
18	27
25	5.5
25	10.19999981
25	9.199999809
0	21.79999924
20	20.89999962
20	9
15	11.60000038
25	10.89999962
1.799999952	0.200000003
3	0.200000003
25	4.5
25	3.400000095
10	8.399999619
10	6.199999809
25	5.5
25	4
15	10
25	2.5
10	6
20	21.5
15	6.5
30	4.300000191
15	9.899999619
20	5.599999905
3.700000048	2.099999905
3	1
12.5	2.900000095
12.5	2.400000095
25	3
25	2.400000095
10	7.699999809
50	2.200000048
24	1.49000001
24	1.690000057
15	4.099999905
15	0.100000001
0.899999976	15.10000038
1.100000024	8.199999809
20	8.899999619
20	8.899999619
3.799999952	3.5
4.400000095	1.5
16.20000076	16.39999962
16.20000076	22.10000038
6.900000095	16.10000038
6	1.899999976
0	0.100000001
0	0
20	0.800000012
21	1.799999952
25	0
25	0
8.5	10.19999981
8.5	4.599999905
20	4.800000191
15	0.699999988
7.5	0.200000003
3	0.100000001
12	1.100000024
12	15.19999981
0.899999976	0
1.100000024	0
10	2
10	0.699999988
5	3.900000095
5	2.099999905
4	5.900000095
4	20.20000076
35	0.100000001
10.5	1.5
11	0.899999976
25	2.099999905
6	3.900000095
6.599999905	7.5
1.899999976	8.199999809
2	4.599999905
20	4.900000095
20	2.400000095
20	8.100000381
20	4
25	2.5
25	3.400000095
15	3.079999924
20	5.400000095
2.099999905	2.099999905
1.899999976	1.799999952
1.399999976	1.200000048
1.700000048	4.800000191
5	1.100000024
5	0.899999976
1.5	0
1.5	0
20	2
20	1.399999976
12	13.39999962
12	10.5
6.099999905	0.699999988
6.099999905	0.800000012
15	4.599999905
15	4.599999905
10	0.100000001
15	0.100000001
2.799999952	6.699999809
3.799999952	7
3.5	5.800000191
6	3.5
10	1.5
10	0.800000012
10	10.80000019
10	2
4	4
4	7.199999809
2	5.699999809
2	2
20	0.400000006
20	0.400000006
1.799999952	1
1.799999952	1
4	0.200000003
4	1.200000048
6	1.299999952
8	1.100000024
5	0
10	0
4.5	4
2.700000048	2
6	2.799999952
6	3.299999952
2	0
2	0
5	1.100000024
5	1.5
15	0
15	0
0.600000024	0.5
2.200000048	3
10	0
10	0.100000001
8	0.800000012
8	1.5
5	1.100000024
10	7.599999905
20	3.099999905
20	6.400000095
9	1.620000005
9	2.730000019
1	1.200000048
3	1.5
10	2.5
20	0.5
10	0
10	0.100000001
10	10.19999981
10	4.300000191
5	4.599999905
5	5
2	3.200000048
3	2.400000095
10	1.100000024
10	12.69999981
6.199999809	1.200000048
6.199999809	0.899999976
2	1.399999976
1.799999952	1.600000024
10	1.299999952
5.800000191	2.099999905
5.099999905	5.199999809
5.099999905	4.699999809
1.399999976	0
1.700000048	0
5	2.5
5	2.599999905
3	0.699999988
5	0.5
6	0.699999988
15	5.900000095
5	1.830000043
5	3.599999905
3	2.299999952
6	3.099999905
10	4.400000095
10	4
5	1.399999976
5	1.200000048
5	0.200000003
7.5	3.700000048
2.5	1.200000048
10	0.300000012
8	1
8	1
3.400000095	1.799999952
3.400000095	0.899999976
5	2
5	3.200000048
5	0.600000024
5	0.699999988
7	0.100000001
7	0.100000001
2.5	3.099999905
2.099999905	1.600000024
8	0
10	0.300000012
0.699999988	0.200000003
0.699999988	0.200000003
10	0.800000012
10	0.899999976
1.5	0.600000024
1.5	0.5
10	1.700000048
10	1
10	0
7.5	0.100000001
8	0.200000003
8 1
